Reference_Data_ID;Product_ID;Pricing_Parameter_Value;Product_Description;Pricing_Parameter_Type_ID;Pricing_Parameter_Type_Name;Pricing_Parameter_ID;Pricing_Parameter_Name;Reference_Data_Type;Reference_Data_Name;Valid_From;Valid_To
1194;1;1;Temperature only;5;Country;5;Low risk;Country;Cambodia;2018-01-01;9999-12-31
1194;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Cambodia;2018-01-01;9999-12-31
1195;1;1;Temperature only;5;Country;5;Low risk;Country;Cameroon;2018-01-01;9999-12-31
1195;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Cameroon;2018-01-01;9999-12-31
1196;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Canada;2018-01-01;9999-12-31
1196;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Canada;2018-01-01;9999-12-31
1197;1;2;Temperature only;5;Country;23;High risk;Country;Cape Verde;2018-01-01;9999-12-31
1197;2;2.4;Freight insurance;5;Country;23;High risk;Country;Cape Verde;2018-01-01;9999-12-31
1198;1;1;Temperature only;5;Country;5;Low risk;Country;Cayman Islands;2018-01-01;9999-12-31
1198;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Cayman Islands;2018-01-01;9999-12-31
1199;1;1;Temperature only;5;Country;5;Low risk;Country;Central African Republic;2018-01-01;9999-12-31
1199;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Central African Republic;2018-01-01;9999-12-31
1200;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Chad;2018-01-01;9999-12-31
1200;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Chad;2018-01-01;9999-12-31
1201;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Chile;2018-01-01;9999-12-31
1201;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Chile;2018-01-01;9999-12-31
1202;1;1;Temperature only;5;Country;5;Low risk;Country;China;2018-01-01;9999-12-31
1202;2;1.2;Freight insurance;5;Country;5;Low risk;Country;China;2018-01-01;9999-12-31
1203;1;1;Temperature only;5;Country;5;Low risk;Country;Hong Kong, SAR China;2018-01-01;9999-12-31
1203;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Hong Kong, SAR China;2018-01-01;9999-12-31
1204;1;2;Temperature only;5;Country;23;High risk;Country;Macao, SAR China;2018-01-01;9999-12-31
1204;2;2.4;Freight insurance;5;Country;23;High risk;Country;Macao, SAR China;2018-01-01;9999-12-31
1205;1;2;Temperature only;5;Country;23;High risk;Country;Christmas Island;2018-01-01;9999-12-31
1205;2;2.4;Freight insurance;5;Country;23;High risk;Country;Christmas Island;2018-01-01;9999-12-31
1206;1;1;Temperature only;5;Country;5;Low risk;Country;Cocos (Keeling) Islands;2018-01-01;9999-12-31
1206;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Cocos (Keeling) Islands;2018-01-01;9999-12-31
1207;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Colombia;2018-01-01;9999-12-31
1207;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Colombia;2018-01-01;9999-12-31
1208;1;1;Temperature only;5;Country;5;Low risk;Country;Comoros;2018-01-01;9999-12-31
1208;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Comoros;2018-01-01;9999-12-31
1209;1;1;Temperature only;5;Country;5;Low risk;Country;Congo (Brazzaville);2018-01-01;9999-12-31
1209;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Congo (Brazzaville);2018-01-01;9999-12-31
1210;1;1;Temperature only;5;Country;5;Low risk;Country;Congo, (Kinshasa);2018-01-01;9999-12-31
1210;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Congo, (Kinshasa);2018-01-01;9999-12-31
1211;1;1;Temperature only;5;Country;5;Low risk;Country;Cook Islands;2018-01-01;9999-12-31
1211;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Cook Islands;2018-01-01;9999-12-31
1212;1;1;Temperature only;5;Country;5;Low risk;Country;Costa Rica;2018-01-01;9999-12-31
1212;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Costa Rica;2018-01-01;9999-12-31
1213;1;2;Temperature only;5;Country;23;High risk;Country;C¶te d'Ivoire;2018-01-01;9999-12-31
1213;2;2.4;Freight insurance;5;Country;23;High risk;Country;C¶te d'Ivoire;2018-01-01;9999-12-31
1214;1;1;Temperature only;5;Country;5;Low risk;Country;Croatia;2018-01-01;9999-12-31
1214;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Croatia;2018-01-01;9999-12-31
1215;1;1;Temperature only;5;Country;5;Low risk;Country;Cuba;2018-01-01;9999-12-31
1215;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Cuba;2018-01-01;9999-12-31
1216;1;1;Temperature only;5;Country;5;Low risk;Country;Cyprus;2018-01-01;9999-12-31
1216;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Cyprus;2018-01-01;9999-12-31
1217;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Czech Republic;2018-01-01;9999-12-31
1217;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Czech Republic;2018-01-01;9999-12-31
1218;1;1;Temperature only;5;Country;5;Low risk;Country;Denmark;2018-01-01;9999-12-31
1218;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Denmark;2018-01-01;9999-12-31
1219;1;1;Temperature only;5;Country;5;Low risk;Country;Djibouti;2018-01-01;9999-12-31
1219;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Djibouti;2018-01-01;9999-12-31
1220;1;1;Temperature only;5;Country;5;Low risk;Country;Dominica;2018-01-01;9999-12-31
1220;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Dominica;2018-01-01;9999-12-31
1221;1;2;Temperature only;5;Country;23;High risk;Country;Dominican Republic;2018-01-01;9999-12-31
1221;2;2.4;Freight insurance;5;Country;23;High risk;Country;Dominican Republic;2018-01-01;9999-12-31
1222;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Ecuador;2018-01-01;9999-12-31
1222;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Ecuador;2018-01-01;9999-12-31
1223;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Egypt;2018-01-01;9999-12-31
1223;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Egypt;2018-01-01;9999-12-31
1224;1;1;Temperature only;5;Country;5;Low risk;Country;El Salvador;2018-01-01;9999-12-31
1224;2;1.2;Freight insurance;5;Country;5;Low risk;Country;El Salvador;2018-01-01;9999-12-31
1225;1;1;Temperature only;5;Country;5;Low risk;Country;Equatorial Guinea;2018-01-01;9999-12-31
1225;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Equatorial Guinea;2018-01-01;9999-12-31
1226;1;1;Temperature only;5;Country;5;Low risk;Country;Eritrea;2018-01-01;9999-12-31
1226;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Eritrea;2018-01-01;9999-12-31
1227;1;1;Temperature only;5;Country;5;Low risk;Country;Estonia;2018-01-01;9999-12-31
1227;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Estonia;2018-01-01;9999-12-31
1228;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Ethiopia;2018-01-01;9999-12-31
1228;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Ethiopia;2018-01-01;9999-12-31
1229;1;2;Temperature only;5;Country;23;High risk;Country;Falkland Islands (Malvinas);2018-01-01;9999-12-31
1229;2;2.4;Freight insurance;5;Country;23;High risk;Country;Falkland Islands (Malvinas);2018-01-01;9999-12-31
1230;1;1;Temperature only;5;Country;5;Low risk;Country;Faroe Islands;2018-01-01;9999-12-31
1230;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Faroe Islands;2018-01-01;9999-12-31
1231;1;1;Temperature only;5;Country;5;Low risk;Country;Fiji;2018-01-01;9999-12-31
1231;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Fiji;2018-01-01;9999-12-31
1232;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Finland;2018-01-01;9999-12-31
1232;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Finland;2018-01-01;9999-12-31
1233;1;1.5;Temperature only;5;Country;14;Medium risk;Country;France;2018-01-01;9999-12-31
1233;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;France;2018-01-01;9999-12-31
1234;1;1;Temperature only;5;Country;5;Low risk;Country;French Guiana;2018-01-01;9999-12-31
1234;2;1.2;Freight insurance;5;Country;5;Low risk;Country;French Guiana;2018-01-01;9999-12-31
1235;1;1;Temperature only;5;Country;5;Low risk;Country;French Polynesia;2018-01-01;9999-12-31
1235;2;1.2;Freight insurance;5;Country;5;Low risk;Country;French Polynesia;2018-01-01;9999-12-31
1236;1;2;Temperature only;5;Country;23;High risk;Country;French Southern Territories;2018-01-01;9999-12-31
1236;2;2.4;Freight insurance;5;Country;23;High risk;Country;French Southern Territories;2018-01-01;9999-12-31
1237;1;2;Temperature only;5;Country;23;High risk;Country;Gabon;2018-01-01;9999-12-31
1237;2;2.4;Freight insurance;5;Country;23;High risk;Country;Gabon;2018-01-01;9999-12-31
1238;1;1;Temperature only;5;Country;5;Low risk;Country;Gambia;2018-01-01;9999-12-31
1238;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Gambia;2018-01-01;9999-12-31
1239;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Georgia;2018-01-01;9999-12-31
1239;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Georgia;2018-01-01;9999-12-31
1240;1;1;Temperature only;5;Country;5;Low risk;Country;Germany;2018-01-01;9999-12-31
1240;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Germany;2018-01-01;9999-12-31
1241;1;1;Temperature only;5;Country;5;Low risk;Country;Ghana;2018-01-01;9999-12-31
1241;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Ghana;2018-01-01;9999-12-31
1242;1;1;Temperature only;5;Country;5;Low risk;Country;Gibraltar;2018-01-01;9999-12-31
1242;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Gibraltar;2018-01-01;9999-12-31
1243;1;1;Temperature only;5;Country;5;Low risk;Country;Greece;2018-01-01;9999-12-31
1243;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Greece;2018-01-01;9999-12-31
1244;1;1;Temperature only;5;Country;5;Low risk;Country;Greenland;2018-01-01;9999-12-31
1244;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Greenland;2018-01-01;9999-12-31
1245;1;2;Temperature only;5;Country;23;High risk;Country;Grenada;2018-01-01;9999-12-31
1245;2;2.4;Freight insurance;5;Country;23;High risk;Country;Grenada;2018-01-01;9999-12-31
1246;1;1;Temperature only;5;Country;5;Low risk;Country;Guadeloupe;2018-01-01;9999-12-31
1246;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Guadeloupe;2018-01-01;9999-12-31
1247;1;1;Temperature only;5;Country;5;Low risk;Country;Guam;2018-01-01;9999-12-31
1247;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Guam;2018-01-01;9999-12-31
1248;1;1;Temperature only;5;Country;5;Low risk;Country;Guatemala;2018-01-01;9999-12-31
1248;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Guatemala;2018-01-01;9999-12-31
1249;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Guernsey;2018-01-01;9999-12-31
1249;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Guernsey;2018-01-01;9999-12-31
1250;1;1;Temperature only;5;Country;5;Low risk;Country;Guinea;2018-01-01;9999-12-31
1250;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Guinea;2018-01-01;9999-12-31
1251;1;1;Temperature only;5;Country;5;Low risk;Country;Guinea-Bissau;2018-01-01;9999-12-31
1251;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Guinea-Bissau;2018-01-01;9999-12-31
1252;1;1;Temperature only;5;Country;5;Low risk;Country;Guyana;2018-01-01;9999-12-31
1252;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Guyana;2018-01-01;9999-12-31
1253;1;2;Temperature only;5;Country;23;High risk;Country;Haiti;2018-01-01;9999-12-31
1253;2;2.4;Freight insurance;5;Country;23;High risk;Country;Haiti;2018-01-01;9999-12-31
1254;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Heard and Mcdonald Islands;2018-01-01;9999-12-31
1254;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Heard and Mcdonald Islands;2018-01-01;9999-12-31
1255;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Holy See (Vatican City State);2018-01-01;9999-12-31
1255;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Holy See (Vatican City State);2018-01-01;9999-12-31
1256;1;1;Temperature only;5;Country;5;Low risk;Country;Honduras;2018-01-01;9999-12-31
1256;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Honduras;2018-01-01;9999-12-31
1257;1;1;Temperature only;5;Country;5;Low risk;Country;Hungary;2018-01-01;9999-12-31
1257;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Hungary;2018-01-01;9999-12-31
1258;1;1;Temperature only;5;Country;5;Low risk;Country;Iceland;2018-01-01;9999-12-31
1258;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Iceland;2018-01-01;9999-12-31
1259;1;1;Temperature only;5;Country;5;Low risk;Country;India;2018-01-01;9999-12-31
1259;2;1.2;Freight insurance;5;Country;5;Low risk;Country;India;2018-01-01;9999-12-31
1260;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Indonesia;2018-01-01;9999-12-31
1260;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Indonesia;2018-01-01;9999-12-31
1261;1;2;Temperature only;5;Country;23;High risk;Country;Iran, Islamic Republic of;2018-01-01;9999-12-31
1261;2;2.4;Freight insurance;5;Country;23;High risk;Country;Iran, Islamic Republic of;2018-01-01;9999-12-31
1262;1;1;Temperature only;5;Country;5;Low risk;Country;Iraq;2018-01-01;9999-12-31
1262;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Iraq;2018-01-01;9999-12-31
1263;1;1;Temperature only;5;Country;5;Low risk;Country;Ireland;2018-01-01;9999-12-31
1263;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Ireland;2018-01-01;9999-12-31
1264;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Isle of Man;2018-01-01;9999-12-31
1264;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Isle of Man;2018-01-01;9999-12-31
1265;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Israel;2018-01-01;9999-12-31
1265;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Israel;2018-01-01;9999-12-31
1266;1;1;Temperature only;5;Country;5;Low risk;Country;Italy;2018-01-01;9999-12-31
1266;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Italy;2018-01-01;9999-12-31
1267;1;1;Temperature only;5;Country;5;Low risk;Country;Jamaica;2018-01-01;9999-12-31
1267;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Jamaica;2018-01-01;9999-12-31
1268;1;2;Temperature only;5;Country;23;High risk;Country;Japan;2018-01-01;9999-12-31
1268;2;2.4;Freight insurance;5;Country;23;High risk;Country;Japan;2018-01-01;9999-12-31
1269;1;2;Temperature only;5;Country;23;High risk;Country;Jersey;2018-01-01;9999-12-31
1269;2;2.4;Freight insurance;5;Country;23;High risk;Country;Jersey;2018-01-01;9999-12-31
1270;1;1;Temperature only;5;Country;5;Low risk;Country;Jordan;2018-01-01;9999-12-31
1270;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Jordan;2018-01-01;9999-12-31
1271;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Kazakhstan;2018-01-01;9999-12-31
1271;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Kazakhstan;2018-01-01;9999-12-31
1272;1;1;Temperature only;5;Country;5;Low risk;Country;Kenya;2018-01-01;9999-12-31
1272;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Kenya;2018-01-01;9999-12-31
1273;1;1;Temperature only;5;Country;5;Low risk;Country;Kiribati;2018-01-01;9999-12-31
1273;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Kiribati;2018-01-01;9999-12-31
1274;1;1;Temperature only;5;Country;5;Low risk;Country;Korea (North);2018-01-01;9999-12-31
1274;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Korea (North);2018-01-01;9999-12-31
1275;1;1;Temperature only;5;Country;5;Low risk;Country;Korea (South);2018-01-01;9999-12-31
1275;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Korea (South);2018-01-01;9999-12-31
1276;1;1;Temperature only;5;Country;5;Low risk;Country;Kuwait;2018-01-01;9999-12-31
1276;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Kuwait;2018-01-01;9999-12-31
1277;1;2;Temperature only;5;Country;23;High risk;Country;Kyrgyzstan;2018-01-01;9999-12-31
1277;2;2.4;Freight insurance;5;Country;23;High risk;Country;Kyrgyzstan;2018-01-01;9999-12-31
1278;1;1;Temperature only;5;Country;5;Low risk;Country;Lao PDR;2018-01-01;9999-12-31
1278;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Lao PDR;2018-01-01;9999-12-31
1279;1;1;Temperature only;5;Country;5;Low risk;Country;Latvia;2018-01-01;9999-12-31
1279;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Latvia;2018-01-01;9999-12-31
1280;1;1;Temperature only;5;Country;5;Low risk;Country;Lebanon;2018-01-01;9999-12-31
1280;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Lebanon;2018-01-01;9999-12-31
1281;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Lesotho;2018-01-01;9999-12-31
1281;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Lesotho;2018-01-01;9999-12-31
1282;1;1;Temperature only;5;Country;5;Low risk;Country;Liberia;2018-01-01;9999-12-31
1282;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Liberia;2018-01-01;9999-12-31
1283;1;1;Temperature only;5;Country;5;Low risk;Country;Libya;2018-01-01;9999-12-31
1283;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Libya;2018-01-01;9999-12-31
1284;1;1;Temperature only;5;Country;5;Low risk;Country;Liechtenstein;2018-01-01;9999-12-31
1284;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Liechtenstein;2018-01-01;9999-12-31
1285;1;2;Temperature only;5;Country;23;High risk;Country;Lithuania;2018-01-01;9999-12-31
1285;2;2.4;Freight insurance;5;Country;23;High risk;Country;Lithuania;2018-01-01;9999-12-31
1286;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Luxembourg;2018-01-01;9999-12-31
1286;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Luxembourg;2018-01-01;9999-12-31
1287;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Macedonia, Republic of;2018-01-01;9999-12-31
1287;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Macedonia, Republic of;2018-01-01;9999-12-31
1288;1;1;Temperature only;5;Country;5;Low risk;Country;Madagascar;2018-01-01;9999-12-31
1288;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Madagascar;2018-01-01;9999-12-31
1289;1;1;Temperature only;5;Country;5;Low risk;Country;Malawi;2018-01-01;9999-12-31
1289;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Malawi;2018-01-01;9999-12-31
1290;1;1;Temperature only;5;Country;5;Low risk;Country;Malaysia;2018-01-01;9999-12-31
1290;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Malaysia;2018-01-01;9999-12-31
1291;1;1;Temperature only;5;Country;5;Low risk;Country;Maldives;2018-01-01;9999-12-31
1291;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Maldives;2018-01-01;9999-12-31
1292;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Mali;2018-01-01;9999-12-31
1292;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Mali;2018-01-01;9999-12-31
1293;1;2;Temperature only;5;Country;23;High risk;Country;Malta;2018-01-01;9999-12-31
1293;2;2.4;Freight insurance;5;Country;23;High risk;Country;Malta;2018-01-01;9999-12-31
1294;1;1;Temperature only;5;Country;5;Low risk;Country;Marshall Islands;2018-01-01;9999-12-31
1294;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Marshall Islands;2018-01-01;9999-12-31
1295;1;1;Temperature only;5;Country;5;Low risk;Country;Martinique;2018-01-01;9999-12-31
1295;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Martinique;2018-01-01;9999-12-31
1296;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Mauritania;2018-01-01;9999-12-31
1296;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Mauritania;2018-01-01;9999-12-31
1297;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Mauritius;2018-01-01;9999-12-31
1297;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Mauritius;2018-01-01;9999-12-31
1298;1;1;Temperature only;5;Country;5;Low risk;Country;Mayotte;2018-01-01;9999-12-31
1298;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Mayotte;2018-01-01;9999-12-31
1299;1;1;Temperature only;5;Country;5;Low risk;Country;Mexico;2018-01-01;9999-12-31
1299;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Mexico;2018-01-01;9999-12-31
1300;1;2;Temperature only;5;Country;23;High risk;Country;Micronesia, Federated States of;2018-01-01;9999-12-31
1300;2;2.4;Freight insurance;5;Country;23;High risk;Country;Micronesia, Federated States of;2018-01-01;9999-12-31
1301;1;2;Temperature only;5;Country;23;High risk;Country;Moldova;2018-01-01;9999-12-31
1301;2;2.4;Freight insurance;5;Country;23;High risk;Country;Moldova;2018-01-01;9999-12-31
1302;1;1;Temperature only;5;Country;5;Low risk;Country;Monaco;2018-01-01;9999-12-31
1302;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Monaco;2018-01-01;9999-12-31
1303;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Mongolia;2018-01-01;9999-12-31
1303;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Mongolia;2018-01-01;9999-12-31
1304;1;1;Temperature only;5;Country;5;Low risk;Country;Montenegro;2018-01-01;9999-12-31
1304;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Montenegro;2018-01-01;9999-12-31
1305;1;1;Temperature only;5;Country;5;Low risk;Country;Montserrat;2018-01-01;9999-12-31
1305;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Montserrat;2018-01-01;9999-12-31
1306;1;1;Temperature only;5;Country;5;Low risk;Country;Morocco;2018-01-01;9999-12-31
1306;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Morocco;2018-01-01;9999-12-31
1307;1;1;Temperature only;5;Country;5;Low risk;Country;Mozambique;2018-01-01;9999-12-31
1307;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Mozambique;2018-01-01;9999-12-31
1308;1;1;Temperature only;5;Country;5;Low risk;Country;Myanmar;2018-01-01;9999-12-31
1308;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Myanmar;2018-01-01;9999-12-31
1309;1;2;Temperature only;5;Country;23;High risk;Country;Namibia;2018-01-01;9999-12-31
1309;2;2.4;Freight insurance;5;Country;23;High risk;Country;Namibia;2018-01-01;9999-12-31
1310;1;1;Temperature only;5;Country;5;Low risk;Country;Nauru;2018-01-01;9999-12-31
1310;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Nauru;2018-01-01;9999-12-31
1311;1;1;Temperature only;5;Country;5;Low risk;Country;Nepal;2018-01-01;9999-12-31
1311;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Nepal;2018-01-01;9999-12-31
1312;1;1;Temperature only;5;Country;5;Low risk;Country;Netherlands;2018-01-01;9999-12-31
1312;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Netherlands;2018-01-01;9999-12-31
1313;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Netherlands Antilles;2018-01-01;9999-12-31
1313;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Netherlands Antilles;2018-01-01;9999-12-31
1314;1;1;Temperature only;5;Country;5;Low risk;Country;New Caledonia;2018-01-01;9999-12-31
1314;2;1.2;Freight insurance;5;Country;5;Low risk;Country;New Caledonia;2018-01-01;9999-12-31
1315;1;1;Temperature only;5;Country;5;Low risk;Country;New Zealand;2018-01-01;9999-12-31
1315;2;1.2;Freight insurance;5;Country;5;Low risk;Country;New Zealand;2018-01-01;9999-12-31
1316;1;1;Temperature only;5;Country;5;Low risk;Country;Nicaragua;2018-01-01;9999-12-31
1316;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Nicaragua;2018-01-01;9999-12-31
1317;1;2;Temperature only;5;Country;23;High risk;Country;Niger;2018-01-01;9999-12-31
1317;2;2.4;Freight insurance;5;Country;23;High risk;Country;Niger;2018-01-01;9999-12-31
1318;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Nigeria;2018-01-01;9999-12-31
1318;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Nigeria;2018-01-01;9999-12-31
1319;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Niue;2018-01-01;9999-12-31
1319;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Niue;2018-01-01;9999-12-31
1320;1;1;Temperature only;5;Country;5;Low risk;Country;Norfolk Island;2018-01-01;9999-12-31
1320;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Norfolk Island;2018-01-01;9999-12-31
1321;1;1;Temperature only;5;Country;5;Low risk;Country;Northern Mariana Islands;2018-01-01;9999-12-31
1321;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Northern Mariana Islands;2018-01-01;9999-12-31
1322;1;1;Temperature only;5;Country;5;Low risk;Country;Norway;2018-01-01;9999-12-31
1322;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Norway;2018-01-01;9999-12-31
1323;1;1;Temperature only;5;Country;5;Low risk;Country;Oman;2018-01-01;9999-12-31
1323;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Oman;2018-01-01;9999-12-31
1324;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Pakistan;2018-01-01;9999-12-31
1324;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Pakistan;2018-01-01;9999-12-31
1325;1;2;Temperature only;5;Country;23;High risk;Country;Palau;2018-01-01;9999-12-31
1325;2;2.4;Freight insurance;5;Country;23;High risk;Country;Palau;2018-01-01;9999-12-31
1326;1;1;Temperature only;5;Country;5;Low risk;Country;Palestinian Territory;2018-01-01;9999-12-31
1326;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Palestinian Territory;2018-01-01;9999-12-31
1327;1;1;Temperature only;5;Country;5;Low risk;Country;Panama;2018-01-01;9999-12-31
1327;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Panama;2018-01-01;9999-12-31
1328;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Papua New Guinea;2018-01-01;9999-12-31
1328;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Papua New Guinea;2018-01-01;9999-12-31
1329;1;1.5;Temperature only;5;Country;14;Medium risk;Country;Paraguay;2018-01-01;9999-12-31
1329;2;1.8;Freight insurance;5;Country;14;Medium risk;Country;Paraguay;2018-01-01;9999-12-31
1330;1;1;Temperature only;5;Country;5;Low risk;Country;Peru;2018-01-01;9999-12-31
1330;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Peru;2018-01-01;9999-12-31
1331;1;1;Temperature only;5;Country;5;Low risk;Country;Philippines;2018-01-01;9999-12-31
1331;2;1.2;Freight insurance;5;Country;5;Low risk;Country;Philippines;2018-01-01;9999-12-31
